Publication: https://www.sciencedirect.com/science/article/pii/S0304420317300725?via%3Dihub,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Cruise,Station,Type,yyyy-mm-dd Thh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],DGM [pg L-1],HgTot [ng L-1],MeHg [pg L-1],Sal00,Sal11,Sigma-t11,Sigma-t11,PrDM,DepSM,T090C,T190C,Sbeox0Mm/Kg,Sbeox0ML/L,Sbeox1Mm/Kg,Sbeox1ML/L,FlECO-AFL
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,200,66.61666667,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,300,49.03333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,500,58.2,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,1000,43.63333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,1250,62.43333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,1500,65.63333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,34,B,2011-01-05 13:16,-149.0002778,-75.4025,1750,1750,46.1,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,10,79.48333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,19.4,50.65,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,27.3,36.9,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,35,43.2,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,50,38.28333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,75,44.75,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,100,49.83333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,125,42.73333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,150,50.43333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,175,66.83333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,225,37.98333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,250,37.75,,,,,,,,,,,,,,,
Antarctica 2010/2011,41,B,2011-01-06 13:16,-149.3102778,-75.55111111,275,275,49.16666667,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,10,41.98333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,10,54.4,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,10,62.43333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,35,47.3,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,75,46.63333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,150,49.36666667,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,200,56.61666667,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,300,84.83333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,350,54.25,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,400,66.65,,,,,,,,,,,,,,,
Antarctica 2010/2011,42,B,2011-01-07 13:16,-164.3033333,-78.63666667,450,450,84.73333333,,,,,,,,,,,,,,,
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,10,63.5,,,33.8497,33.8485,27.21,27.21,10,9.895,-0.7373,-0.7373,396.673,9.12374,393.055,9.04053,0.0132
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,20,46.81666667,,,33.9122,33.9147,27.2666,27.2666,20.149,19.936,-0.8108,-0.8117,399.608,9.19175,396.277,9.11511,0.0134
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,35,58.46666667,,,34.0868,34.0841,27.4009,27.4009,34.443,34.078,-0.7377,-0.7414,402.306,9.25504,399.029,9.17966,0.0133
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,50,38.76666667,,,34.4386,34.436,27.695,27.695,49.625,49.098,-0.9652,-0.9653,394.664,9.08184,392.014,9.02086,0.0138
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,75,33.31666667,,,34.5906,34.5888,27.8397,27.8397,75.782,74.973,-1.5575,-1.5586,323.572,7.44695,321.1,7.39004,0.0134
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,100,94.03333333,,,34.6124,34.6117,27.8658,27.8658,101.931,100.836,-1.815,-1.8133,303.912,6.99465,300.996,6.92753,0.0128
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,250,58.46666667,,,34.6885,34.6875,27.9282,27.9282,252.709,249.904,-1.8381,-1.8396,296.541,6.82543,294.263,6.77297,0.0127
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,300,73.16666667,,,34.7042,34.703,27.9419,27.9419,305.004,301.579,-1.8817,-1.8825,287.459,6.61647,284.914,6.55789,0.0125
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,350,56.9,,,34.7109,34.7099,27.9477,27.9477,354.897,350.87,-1.8873,-1.8884,285.961,6.58203,283.582,6.52726,0.0118
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,400,74.43333333,,,34.7184,34.7173,27.9537,27.9537,404.862,400.22,-1.8887,-1.8897,285.48,6.571,283.252,6.51972,0.0112
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,450,78.63333333,,,34.7212,34.7201,27.956,27.956,451.908,446.677,-1.8891,-1.8901,284.993,6.55981,282.95,6.51278,0.0121
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,500,66.78333333,,,34.7252,34.7241,27.9593,27.9593,505.869,499.948,-1.8891,-1.89,284.605,6.5509,282.383,6.49974,0.012
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,600,56.7,,,34.7294,34.7282,27.9626,27.9626,607.321,600.066,-1.8897,-1.8904,284.288,6.54363,282.054,6.4922,0.012
Antarctica 2010/2011,43,B,2011-01-10 13:16,165.7125,-77.59416667,768.809,700,92.11666667,,,34.7342,34.733,27.9665,27.9665,708.521,699.887,-1.8884,-1.8894,284.027,6.53763,281.976,6.49041,0.0116
